type,sweet molecule id,mol,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
sweet,21964,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]1CO)[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1,44.611446,0,0,3,5,11,0,0,0,45,8,19,23,10,67.952599,1.5100577,0,0,12,0,0,22,0,0,11,0,0,2.114862,-2.7513645,-0.72413892,0.77013665,2.8209174,-2.944314,-0.87194175,0.56352937,2.6154554,-2.5531192,-0.59802449,0.85896587,3.0016067,29.798553,4,0.16666667,0,46,0,24,2,4,0.16666667,46,0,17.309036,11.99017,7.1877165,7.1877165,10.810968,7.0790257,3.4831634,3.4831634,10,0,1.0566316,10,0,-0.79259938,-0.44846746,0.2103249,2.8341055,-0.95622945,-0.60219604,-0.005564162,2.6829906,-0.52702886,-0.28781971,0.25013191,3.0128057,13.757461,19.687788,7.9596443,-4.1002975,-4.1002975,1.8107977,0,0,7.2638664,0,14,14,1,0,19.326389,7.9200001,3.8194444,19.326389,7.9200001,3.8194444,6.6550002,11,8,0,2,-4.848,1.54272,6.9166265,0,1,12,0,2,8,3,0,0,2.6793783,-2.6793783,0.1128429,0.1215706,0,0,0,25.375559,86.409546,14.708499,14.708499,0,0,0,13.566921,94.968445,0,7.5112681,0.15138064,0.45110673,0.39836818,0.84861934,0.54889327,0.45025116,38.942478,116.04664,102.47971,218.30626,141.2021,115.82655,0.5,1,0,0,0,0,1,0,0,0,1,0,257.24875,0,0,0,257.24875,0,5,1,2,0,0,1,-5.3972001,203.08182,0,101.80186,41.852516,0,0,0,0,0,0,6.8619399,32.999664,203.08182,0,68.8022,0,0,41.852516,0,189.53,0.43892586,5.5849624,3.1252692,8.7825041,257.24875,302.96368,7.5112681,0,0,0,111.7851,29.416998,116.04664,342.297,1134,42,118
sweet,21970,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)O1,23.373516,0,0,2,3,6,0,0,0,24,5,11,12,5,36,1.5,0,0,6,0,0,12,0,0,6,0,0,2.634409,-2.7055066,-0.72749263,0.77480048,2.7783988,-2.9078004,-0.89418155,0.5594095,2.5639784,-2.5092802,-0.6012705,0.86306638,2.95715,15.034484,1,0.083333336,0,24,0,12,2,1,0.083333336,24,0,9.3009653,6.2381744,3.5938582,3.5938582,5.5745859,3.5620096,1.7415817,1.7415817,5,0,1.0688877,6,0,-0.79205549,-0.4475643,0.21615703,2.46157,-0.95309973,-0.61981088,-0.007225899,2.2965975,-0.52353656,-0.29218945,0.25180578,2.637187,7.4978518,11.258115,3.8940845,-2.3363109,-2.3363109,1.2808614,0,0,3.8068967,0,14,14,1,0,10.083333,3.8062284,1.8595041,10.083333,3.8062284,1.8595041,3.1982892,6,5,1,0,-2.9319999,1.2499501,3.6340032,0,1,6,1,1,3,0,0,0,1.3779234,-1.3779234,0.21942572,0.23485953,0,0,0,8.458519,47.434032,0,14.708499,0,0,0,13.566921,54.267685,0,2.503756,0.15627594,0.49906808,0.40280741,0.84372407,0.50093192,0.44091663,22.02544,70.338364,56.771439,118.91397,70.601051,62.142532,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,140.93941,0,0,0,140.93941,0,4,1,1,0,0,1,-3.2214,126.92613,0,45.400986,20.926258,0,0,0,0,0,0,3.5985999,10.999887,126.92613,0,34.4011,0,0,20.926258,0,110.38,0.65002245,4.5849624,2.2891481,6.8929548,140.93941,157.22887,2.503756,0,0,0,55.892551,14.708499,70.338364,180.15599,182,19,58
sweet,21949,O([C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1,45.94503,0,0,3,5,11,0,0,0,47,9,20,23,11,69.953278,1.4883677,0,0,12,0,0,24,0,0,11,0,0,2.8851035,-2.7325292,-0.69670326,0.75660801,2.8001678,-2.926631,-0.84493148,0.55138719,2.5938165,-2.5333424,-0.57676119,0.84039682,2.981807,30.068968,8,0.34782609,0,47,0,23,7,8,0.34782609,47,0,17.731686,12.158892,7.3174729,7.3174729,10.776493,6.998764,3.5580783,3.5580783,9,0,1.0414598,10,0,-0.79528886,-0.44032738,0.2018389,2.810427,-0.95991629,-0.5931018,-0.0060756,2.6586149,-0.52844036,-0.28158706,0.23896846,2.9900043,13.856621,20.508011,7.8801403,-3.8225484,-3.8225484,1.9238995,0,0,7.4336963,0,14,14,1,0,21.043478,9.4746094,4.9886622,21.043478,9.4746094,4.9886622,8.6686411,11,9,0,2,-5.3060002,1.91747,7.116416,0,1,6,0,1,10,3,0,0,2.6063833,-2.6063833,0.10341398,0.1249311,0,0,0,16.917038,116.92654,14.708499,0,0,0,0,0,122.10229,0,5.0075121,0.061368801,0.46110764,0.46110764,0.93863118,0.53889233,0.47752357,16.917038,127.1098,127.1098,258.74484,148.55208,131.63504,0.5,1,0,0,0,0,1,0,0,0,1,0,275.66187,0,0,0,275.66187,0,5,1,1,0,0,0.47826087,-5.7612,228.46704,0,82.275475,62.778774,0,0,0,0,0,0,7.08322,21.999775,228.46704,0,60.275696,0,0,62.778774,0,200.53,0.42622864,5.523562,3.1302807,8.7919998,275.66187,307.3772,5.0075121,0,0,0,133.84358,14.708499,127.1098,344.31299,1158,39,110
sweet,21955,O([C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1.O,48.08062,0,0,3,5,12,0,0,0,50,10,22,24,11,73.942276,1.4788455,0,0,12,0,0,26,0,0,12,0,0,4.550878,-2.7325292,-0.69670326,0.75660801,2.8001678,-2.926631,-0.84493148,0.55138719,2.5938165,-2.5333424,-0.57676119,0.84039682,2.981807,30.339382,8,0.34782609,0,49,0,23,7,8,0.34782609,49,0,17.731686,12.658892,7.3174729,7.3174729,10.776493,6.998764,3.5580783,3.5580783,9,0,1.0540931,24,0,-0.79528892,-0.44032741,0.20183884,2.8104362,-0.95991629,-0.5931018,-0.006075697,2.6586237,-0.52844036,-0.28158709,0.2389684,2.9900131,15.089383,23.045876,7.8801403,-4.3470974,-4.3470974,2.4718354,0,0,7.7836237,0,14,14,1,0,24,10.871094,5.7619047,24,10.871094,5.7619047,10.871094,12,11,0,2,-5.3060002,1.91747,7.4889264,0,2,6,0,1,10,3,0,0,2.6063833,-2.6063833,0.10341398,0.1249311,24.630085,0,0,16.917038,116.92654,14.708499,0,24.630085,0,0,0,122.10229,0,5.0075121,0.13835576,0.42328739,0.42328739,0.86164421,0.57671261,0.43835685,41.547123,127.1098,127.1098,258.74484,173.18216,131.63504,0,0,0,0,0,0,1,0,0,0,1,0,300.29196,0,0,0,300.29196,0,24,1,1,0,0,0.5,-6.5858998,268.23761,0,82.275475,62.778774,0,0,0,0,0,0,7.4446001,21.999775,228.46704,0,100.04626,0,0,62.778774,0,200.53,0.40168962,5.523562,3.2832408,8.6443329,300.29196,318.87125,5.0075121,0,0,0,133.84358,14.708499,151.73988,362.328,1710,39,110
sweet,21969,O([C@H]1[C@H](O)[C@@H](O)C(O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1.O,46.747032,0,0,3,5,12,0,0,0,48,9,21,24,10,72,1.5,0,0,12,0,0,24,0,0,12,0,0,2.4983096,-2.7513645,-0.72413892,0.77013665,2.8209174,-2.944314,-0.87194175,0.56352937,2.6154554,-2.5531192,-0.59802449,0.85896587,3.0016067,30.068968,4,0.16666667,0,48,0,24,2,4,0.16666667,48,0,17.309036,12.49017,7.1877165,7.1877165,10.810968,7.0790257,3.4831634,3.4831634,10,1,1.0688877,24,0,-0.79259944,-0.44846746,0.21032484,2.8341157,-0.95622945,-0.6021961,-0.005564252,2.6830006,-0.52702886,-0.28781977,0.25013182,3.0128157,14.990223,22.225655,7.9596443,-4.6248469,-4.6248469,2.3587334,0,0,7.6137934,0,14,14,1,0,22.041666,9.087347,4.4114585,22.041666,9.087347,4.4114585,8.3458443,12,10,0,2,-4.848,1.54272,7.2900481,0,2,12,0,2,8,3,0,0,2.6793783,-2.6793783,0.1128429,0.1215706,24.630085,0,0,25.375559,86.409546,14.708499,14.708499,24.630085,0,0,13.566921,94.968445,0,7.5112681,0.22553153,0.41168979,0.36355945,0.77446848,0.58831018,0.410909,63.572563,116.04664,102.47971,218.30626,165.83218,115.82655,0,0,0,0,0,0,1,0,0,0,1,0,281.87881,0,0,0,281.87881,0,24,1,2,0,0,1,-6.2219,242.85237,0,101.80186,41.852516,0,0,0,0,0,0,7.22332,32.999664,203.08182,0,108.57276,0,0,41.852516,0,189.53,0.41381684,5.5849624,3.2786469,8.6277695,281.87881,314.45773,7.5112681,0,0,0,111.7851,29.416998,140.67673,360.31198,1686,42,118
sweet,21965,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,23.373516,0,0,2,4,6,0,0,0,24,5,11,12,5,36,1.5,0,0,6,0,0,12,0,0,6,0,0,3.9909844,-2.613415,-0.66086477,0.74102122,2.6899571,-2.827276,-0.83183694,0.53391182,2.4648204,-2.4141736,-0.5483579,0.81818831,2.8740621,14.076484,5,0.45454547,0,23,1,11,6,5,0.45454547,22,0,9.7236147,6.2381744,3.5938582,3.7236147,5.5401111,3.3263073,1.7415817,1.8164966,4,0,1.0397025,7,0,-0.79282063,-0.42387328,0.20072459,2.3395572,-0.96162623,-0.60689837,-0.007741017,2.1601646,-0.52581936,-0.27422231,0.2308726,2.5208457,7.7359381,11.708128,4.4293761,-1.8095182,-1.8095182,1.0466919,0,0.68989086,3.8995285,0,14,14,1,0,12,5.6122451,3.515625,11.07052,5.1365461,3.1975899,4.7386866,6,5,1,0,-2.941,1.3896101,3.7862496,0,1,0,1,0,5,0,0,0,1.3667262,-1.3667262,0.18190542,0.20883298,0,0,0,0,77.951027,0,0,0,0,0,0,67.834602,13.566921,0,0,0.51082665,0.51082665,1,0.48917338,0.48917338,0,81.401527,81.401527,159.35255,77.951027,77.951027,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,159.35255,0,0,0,159.35255,0,4,1,0,0,0,1,-3.3787999,126.92613,0,69.882034,20.926258,0,0,0,0,0,0,3.7177,23.862217,126.92613,0,25.874598,0,0,20.926258,20.14522,118.22,0.61674827,4.4594316,2.5538447,6.8678312,159.35255,161.64238,13.566921,0,0,0,55.892551,22.058474,81.401527,180.15599,206,16,50
sweet,21976,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)O1,23.373516,0,0,2,3,6,0,0,0,24,5,11,12,5,36,1.5,0,0,6,0,0,12,0,0,6,0,0,2.634409,-2.7055066,-0.72749263,0.77480048,2.7783988,-2.9078004,-0.89418155,0.5594095,2.5639784,-2.5092802,-0.6012705,0.86306638,2.95715,15.034484,1,0.083333336,0,24,0,12,2,1,0.083333336,24,0,9.3009653,6.2381744,3.5938582,3.5938582,5.5745859,3.5620096,1.7415817,1.7415817,5,0,1.0688877,6,0,-0.79205549,-0.4475643,0.21615703,2.46157,-0.95309973,-0.61981088,-0.007225899,2.2965975,-0.52353656,-0.29218945,0.25180578,2.637187,7.4978518,11.258115,3.8940845,-2.3363109,-2.3363109,1.2808614,0,0,3.8068967,0,14,14,1,0,10.083333,3.8062284,1.8595041,10.083333,3.8062284,1.8595041,3.1982892,6,5,1,0,-2.9319999,1.2499501,3.6340032,0,1,6,1,1,3,0,0,0,1.3779234,-1.3779234,0.21942572,0.23485953,0,0,0,8.458519,47.434032,0,14.708499,0,0,0,13.566921,54.267685,0,2.503756,0.15627594,0.49906808,0.40280741,0.84372407,0.50093192,0.44091663,22.02544,70.338364,56.771439,118.91397,70.601051,62.142532,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,140.93941,0,0,0,140.93941,0,4,1,1,0,0,1,-3.2214,126.92613,0,45.400986,20.926258,0,0,0,0,0,0,3.5985999,10.999887,126.92613,0,34.4011,0,0,20.926258,0,110.38,0.65002245,4.5849624,2.2891481,6.8929548,140.93941,157.22887,2.503756,0,0,0,55.892551,14.708499,70.338364,180.15599,182,19,58
sweet,21977,O(C[C@@H](O)[C@@H](O)[C@H](O)C(O)CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,45.94503,0,0,3,5,11,0,0,0,47,9,20,23,11,69.953278,1.4883677,0,0,12,0,0,24,0,0,11,0,0,2.5538208,-2.7217596,-0.68935984,0.75317055,2.7895691,-2.9158587,-0.8402648,0.54797858,2.5832551,-2.5227005,-0.57148498,0.83573008,2.9706435,30.068968,8,0.34782609,0,47,0,23,8,8,0.34782609,47,0,17.731686,12.158892,7.3174729,7.3174729,10.738488,6.9937077,3.5580783,3.5580783,9,1,1.0414598,12,0,-0.79411691,-0.43825704,0.20013206,2.742017,-0.961712,-0.59347057,-0.007203089,2.5915563,-0.52835274,-0.27990165,0.23644865,2.9214101,13.869631,20.606071,7.8840647,-3.8538918,-3.8538918,1.9443738,0,0,7.4336963,0,14,14,1,0,21.043478,9.4746094,5.2349792,21.043478,9.4746094,5.2349792,8.6686411,11,9,0,2,-5.3060002,1.91747,7.1074739,0,1,6,0,1,10,3,0,0,2.6063807,-2.6063807,0.10341358,0.12497599,0,0,0,30.516994,103.32658,14.708499,0,0,0,0,0,122.10229,0,5.0075121,0.11070444,0.46110764,0.46110764,0.88929558,0.53889233,0.42818791,30.516994,127.1098,127.1098,245.14488,148.55208,118.03509,0.5,1,0,0,0,0,1,0,0,0,1,0,275.66187,0,0,0,275.66187,0,6,1,1,0,0,0.47826087,-5.7612,228.46704,0,82.275475,62.778774,0,0,0,0,0,0,7.08322,21.999775,228.46704,0,60.275696,0,0,62.778774,0,200.53,0.42622864,5.523562,3.3958776,8.74508,275.66187,307.3772,5.0075121,0,0,0,133.84358,14.708499,127.1098,344.31299,1290,38,110
sweet,21966,O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](O)CO,24.707102,0,0,2,4,6,0,0,0,26,6,12,12,6,37.888912,1.457266,0,0,6,0,0,14,0,0,6,0,0,3.9851644,-2.6422708,-0.70114243,0.76282245,2.7054894,-2.8476448,-0.8765524,0.54888862,2.4906323,-2.4415898,-0.58287549,0.84542644,2.890588,15.304898,5,0.45454547,0,25,0,11,7,5,0.45454547,25,0,9.7236147,6.4068961,3.7236147,3.7236147,5.5401111,3.4817476,1.8164966,1.8164966,4,0,1.0397025,7,0,-0.79548436,-0.43090469,0.21410722,2.3911719,-0.96059406,-0.61478311,-0.006880603,2.2249088,-0.52603096,-0.2848441,0.24408653,2.5690489,7.5945816,12.040118,3.8218274,-2.0473094,-2.0473094,1.3879781,0,0,3.9767268,0,14,14,1,0,12,5.6122451,3.515625,12,5.6122451,3.515625,5.6122451,6,6,1,1,-3.3900001,1.6247,3.8320489,0,1,0,0,0,5,2,0,0,1.3049232,-1.3049232,0.16666667,0.16666667,0,0,0,0,77.951027,0,0,0,0,0,0,81.401527,0,0,0,0.51082665,0.51082665,1,0.48917338,0.48917338,0,81.401527,81.401527,159.35255,77.951027,77.951027,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,159.35255,0,0,0,159.35255,0,4,0,0,0,0,0,-3.5854001,152.31136,0,25.874598,41.852516,0,0,0,0,0,0,3.81988,0,152.31136,0,25.874598,0,0,41.852516,0,121.38,0.61674827,4.4594316,2.5538447,6.8678312,159.35255,161.64238,0,0,0,0,77.951027,0,81.401527,182.172,206,16,50
sweet,21971,O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](O)CO,24.707102,0,0,2,4,6,0,0,0,26,6,12,12,6,37.888912,1.457266,0,0,6,0,0,14,0,0,6,0,0,3.9851644,-2.6422708,-0.70114243,0.76282245,2.7054894,-2.8476448,-0.8765524,0.54888862,2.4906323,-2.4415898,-0.58287549,0.84542644,2.890588,15.304898,5,0.45454547,0,25,0,11,7,5,0.45454547,25,0,9.7236147,6.4068961,3.7236147,3.7236147,5.5401111,3.4817476,1.8164966,1.8164966,4,0,1.0397025,7,0,-0.79548436,-0.43090469,0.21410722,2.3911719,-0.96059406,-0.61478311,-0.006880603,2.2249088,-0.52603096,-0.2848441,0.24408653,2.5690489,7.5945816,12.040118,3.8218274,-2.0473094,-2.0473094,1.3879781,0,0,3.9767268,0,14,14,1,0,12,5.6122451,3.515625,12,5.6122451,3.515625,5.6122451,6,6,1,1,-3.3900001,1.6247,3.8320489,0,1,0,0,0,5,2,0,0,1.3049232,-1.3049232,0.16666667,0.16666667,0,0,0,0,77.951027,0,0,0,0,0,0,81.401527,0,0,0,0.51082665,0.51082665,1,0.48917338,0.48917338,0,81.401527,81.401527,159.35255,77.951027,77.951027,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,159.35255,0,0,0,159.35255,0,4,0,0,0,0,0,-3.5854001,152.31136,0,25.874598,41.852516,0,0,0,0,0,0,3.81988,0,152.31136,0,25.874598,0,0,41.852516,0,121.38,0.61674827,4.4594316,2.5538447,6.8678312,159.35255,161.64238,0,0,0,0,77.951027,0,81.401527,182.172,206,16,50
sweet,21968,O[C@H]([C@@H](O)[C@@H](O)CO)[C@@H](O)CO,24.707102,0,0,2,4,6,0,0,0,26,6,12,12,6,37.888912,1.457266,0,0,6,0,0,14,0,0,6,0,0,3.9851644,-2.6422708,-0.70114243,0.76282245,2.7054894,-2.8476448,-0.8765524,0.54888862,2.4906323,-2.4415898,-0.58287549,0.84542644,2.890588,15.304898,5,0.45454547,0,25,0,11,7,5,0.45454547,25,0,9.7236147,6.4068961,3.7236147,3.7236147,5.5401111,3.4817476,1.8164966,1.8164966,4,0,1.0397025,7,0,-0.79548436,-0.43090469,0.21410722,2.3911719,-0.96059406,-0.61478311,-0.006880603,2.2249088,-0.52603096,-0.2848441,0.24408653,2.5690489,7.5945816,12.040118,3.8218274,-2.0473094,-2.0473094,1.3879781,0,0,3.9767268,0,14,14,1,0,12,5.6122451,3.515625,12,5.6122451,3.515625,5.6122451,6,6,1,1,-3.3900001,1.6247,3.8320489,0,1,0,0,0,5,2,0,0,1.3049232,-1.3049232,0.16666667,0.16666667,0,0,0,0,77.951027,0,0,0,0,0,0,81.401527,0,0,0,0.51082665,0.51082665,1,0.48917338,0.48917338,0,81.401527,81.401527,159.35255,77.951027,77.951027,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,159.35255,0,0,0,159.35255,0,4,0,0,0,0,0,-3.5854001,152.31136,0,25.874598,41.852516,0,0,0,0,0,0,3.81988,0,152.31136,0,25.874598,0,0,41.852516,0,121.38,0.61674827,4.4594316,2.5538447,6.8678312,159.35255,161.64238,0,0,0,0,77.951027,0,81.401527,182.172,206,16,50
sweet,21989,O[C@@H]([C@H](O)CO)CO,16.91593,0,0,2,2,4,0,0,0,18,4,8,8,4,25.839369,1.4355205,0,0,4,0,0,10,0,0,4,0,0,3.2924781,-2.5712008,-0.67778879,0.74848658,2.6138337,-2.760021,-0.83582926,0.54968727,2.4169028,-2.3648925,-0.56585813,0.82793498,2.8042333,10.93207,3,0.42857143,0,17,0,7,5,3,0.42857143,17,0,6.5689139,4.3577685,2.5689142,2.5689142,3.718744,2.2986832,1.1498299,1.1498299,2,0,1.0146127,5,0,-0.79526407,-0.41610205,0.20432888,2.1212707,-0.95375049,-0.58607298,-0.005757798,1.9692998,-0.52624965,-0.27759847,0.23639055,2.3003845,5.0989103,8.0538244,2.7131839,-1.282662,-1.282662,0.983715,0,0,2.7077613,0,14,14,1,0,8,3.9375,2.8125,8,3.9375,2.8125,3.9375,4,4,1,0,-2.244,1.21962,2.6548197,0,1,0,1,0,3,0,0,0,0.86994874,-0.86994874,0.25,0.25,0,0,0,0,61.033989,0,0,0,0,0,0,54.267685,0,0,0,0.47065824,0.47065824,1,0.52934176,0.52934176,0,54.267685,54.267685,115.30167,61.033989,61.033989,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,115.30167,0,0,0,115.30167,0,3,0,0,0,0,0,-2.3072,101.54091,0,12.937299,41.852516,0,0,0,0,0,0,2.61852,0,101.54091,0,12.937299,0,0,41.852516,0,80.919998,0.75787848,3.8073549,2.1055162,5.6514521,115.30167,110.42638,0,0,0,0,61.033989,0,54.267685,122.12,68,8,30
sweet,21994,O(C(C(O)C(O)CO)C(O)CO)C1C(O)C(O)C(OC2C(O)C(O)C(O)C(CO)O2)C(CO)O1,67.182961,0,0,3,5,16,0,0,0,68,12,28,34,16,101.91508,1.4987513,0,0,18,0,0,34,0,0,16,0,0,2.1660023,-2.760658,-0.7011686,0.75707555,2.8287871,-2.9507074,-0.84636766,0.55223197,2.6261399,-2.5615044,-0.57825679,0.84173977,3.0103705,44.833038,11,0.31428573,0,69,0,35,7,11,0.31428573,69,0,25.739758,17.910887,10.911331,10.911331,16.012875,10.51578,5.2996597,5.2996597,14,14,1.0420866,15,0,-0.7952863,-0.44426981,0.20175296,3.0214894,-0.95933926,-0.59255052,-0.005683764,2.8752348,-0.52876985,-0.28223318,0.23929435,3.2015133,20.116156,28.93388,11.946949,-5.5854769,-5.5854769,2.4532809,0,0,10.890666,0,14,14,1,0,30.225306,13.5168,6.8650517,30.225306,13.5168,6.8650517,12.016159,16,12,0,3,-7.2220001,2.2102399,10.399183,0,1,12,0,2,15,5,0,0,3.9078383,-3.9078383,0.06897296,0.083354264,0,0,0,33.834076,155.90205,29.416998,0,0,0,0,0,162.80305,0,10.015024,0.086317763,0.44089481,0.44089481,0.91368222,0.55910516,0.47278741,33.834076,172.81807,172.81807,358.13712,219.15312,185.31905,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,391.97119,0,0,0,391.97119,0,8,1,2,0,0,1,-7.9369998,304.62271,0,138.67635,83.705032,0,0,0,0,0,0,10.34656,43.99955,304.62271,0,94.676796,0,0,83.705032,0,279.67999,0.32963872,6.129283,3.686409,9.8998346,391.97119,453.11203,10.015024,0,0,0,189.73613,29.416998,172.81807,506.45398,3485,62,170
sweet,21963,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)O1,23.373516,0,0,2,3,6,0,0,0,24,5,11,12,5,36,1.5,0,0,6,0,0,12,0,0,6,0,0,2.634409,-2.7055066,-0.72749263,0.77480048,2.7783988,-2.9078004,-0.89418155,0.5594095,2.5639784,-2.5092802,-0.6012705,0.86306638,2.95715,15.034484,1,0.083333336,0,24,0,12,2,1,0.083333336,24,0,9.3009653,6.2381744,3.5938582,3.5938582,5.5745859,3.5620096,1.7415817,1.7415817,5,0,1.0688877,6,0,-0.79205549,-0.4475643,0.21615703,2.46157,-0.95309973,-0.61981088,-0.007225899,2.2965975,-0.52353656,-0.29218945,0.25180578,2.637187,7.4978518,11.258115,3.8940845,-2.3363109,-2.3363109,1.2808614,0,0,3.8068967,0,14,14,1,0,10.083333,3.8062284,1.8595041,10.083333,3.8062284,1.8595041,3.1982892,6,5,1,0,-2.9319999,1.2499501,3.6340032,0,1,6,1,1,3,0,0,0,1.3779234,-1.3779234,0.21942572,0.23485953,0,0,0,8.458519,47.434032,0,14.708499,0,0,0,13.566921,54.267685,0,2.503756,0.15627594,0.49906808,0.40280741,0.84372407,0.50093192,0.44091663,22.02544,70.338364,56.771439,118.91397,70.601051,62.142532,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,140.93941,0,0,0,140.93941,0,4,1,1,0,0,1,-3.2214,126.92613,0,45.400986,20.926258,0,0,0,0,0,0,3.5985999,10.999887,126.92613,0,34.4011,0,0,20.926258,0,110.38,0.65002245,4.5849624,2.2891481,6.8929548,140.93941,157.22887,2.503756,0,0,0,55.892551,14.708499,70.338364,180.15599,182,19,58
